,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
0,2,-2.1688079010096493,-2.2144561748336082,0.2061190059895731,-2.235859127243233,0.8637988427532758,1.0711695654639874,-1.0053764464128905,-0.1885657577635588,4.363784170205671,-2.1082588282576693,3.5667812499435123,-2.6941341192629276,0.2694773510932552,-4.746785555153187,-1.0627373634048123,-4.98391729143363,0.1360748953713258,-1.1612773818162379,1.0378710586723556,0.3714209529160196,-6.637107151851455,-0.825400277451331,0.6762064199578088,-1.3979180152523956,-3.544576857689974
1,0,-1.1739456291631454,-3.8921342146680487,0.8287594104365116,6.4249340030197795,-3.662351496223501,0.1667839486078179,-0.6016921006384757,-0.5195467995121704,-1.0561134095525613,2.2528744841632595,-0.5825884718036239,-0.7707427107413355,-0.10947114838849639,-1.9522113057557946,-4.983684383965649,0.7184059666343011,-1.8727498787213204,-0.4434975157253418,-0.30374289782340336,-1.4196678484206389,-4.617717967356814,0.7727371172819238,0.49252616596528276,1.504379615790188,0.8571870563913763
2,1,-0.28678593286643406,0.265838640630608,-0.7826815387480596,0.02195332445168477,0.26544151631114155,-3.6445058649322126,1.096066290542009,-0.5447294940574141,1.0953033284753886,0.21709355464342364,-1.4323242645593397,1.6017280229720332,0.9481179825894226,-2.880186787205815,-1.01881594982595,-0.8892822030513027,1.4201847378397008,-0.009493338094602483,-0.46801639333960643,-0.32801408409081134,0.2993696043091403,-0.9980780314980507,0.004369224646557868,0.10707404696230359,-3.91945624243743
3,2,0.023871772954169312,-0.5542284529547968,-1.5148069667915476,-2.9958369012107844,-0.7566146371463557,3.2384517999098734,-0.25798914673405393,0.7007825738315177,3.1246046437629365,-2.3055182481920067,-0.08836770852357087,-1.2433841259445342,-1.14909437930615,-1.879173558527003,-2.7514265762002474,-4.013812225095647,-3.2881812873457137,1.302377418287918,0.5054792721704077,-3.2066533019867207,-1.4987913827884278,0.12274833637051764,-0.789527264091351,-0.6578973365392972,-2.0129948773573525
4,1,-0.7812896028449615,-0.7839866866093016,-0.2767921850434023,-3.5524603709865357,2.6951013898022254,-1.4256788945089087,0.5832571729417331,-0.7969888744736212,2.2110275550040184,0.10457618030292118,2.695057021996478,-2.297215035251657,-1.931786779065836,1.8627579851229177,1.5626832013560343,-2.382030728826812,1.2895562199451496,3.116214715912083,1.7469271664638366,-2.164701361994626,3.7295627752581058,0.2597826910484551,-0.39035897182748536,2.094167311108261,0.8536338137750569
5,2,0.426390875327079,0.462962510110984,1.1710784272871586,-2.2199229329230232,-1.9579447461622626,5.423697929654917,1.1937150979742082,-0.04020465180016328,7.377637867671451,-1.575913178233383,1.9436371916041608,0.21893152918344275,0.7439270727787396,1.3063472374519125,1.329541014520021,-4.5351000358008005,-0.8482388644714498,-0.23936658031613842,0.8879737323390753,-2.325324704540267,-0.34584041900970175,-0.604619444577999,-0.4375733562611851,-0.2782317408738668,1.6400509407274522
6,2,2.0847470785815085,-0.04851495761600075,-0.38692700279567294,-0.5874515289476422,0.7791427835408954,0.18015605227711654,-0.5545210637325712,-0.5233476838400991,-0.5190482507327093,1.7598044120168579,3.8474663669981415,-1.2237168732555954,1.9217549656884292,-1.3175687721536773,1.6662891995853149,-4.328614950976477,-7.179905101855301,-2.60307340365858,1.7865092328868393,-2.834328483405106,-1.6825903056617804,0.6671597908868535,0.340685359044955,0.6959115434969754,-1.6267487268217948
7,0,-0.4812042302038628,4.867058880374515,-0.6050831532294996,-0.8099053591998259,-1.5704706173101228,-2.392727799729927,0.4764596323419461,-0.6492953118040989,-2.1702071063821387,-5.52516962030291,0.041184395194587636,2.3750369792147774,0.21391296945630975,0.21407875343258312,-3.1792484434245805,2.740728300859962,-0.6074899799438996,2.102130129323192,-0.17565286501262276,-0.18643404866602528,1.9063146905719244,0.27187497102477837,-0.2655191095314031,-0.02159695542837306,0.05079483014081279
8,2,-0.8550983107173383,-1.1976204214633497,0.8340423432509845,1.0881315162439191,-1.4750333438146939,1.0456462112088662,0.9763621497695814,-0.04552367933148618,1.7139140825880386,-0.325074675401014,0.9813707731421929,-3.890752642997989,-0.853242081052016,-2.6116495015476224,-2.688916691190966,2.0507903388783895,0.13199148797890406,-2.706246952749725,-0.2862336308328277,3.549612129126985,-0.7372199877422619,1.2636468830860565,-0.5856159799708703,-0.4987578550662737,4.097388806812964
9,1,-0.3949113589008617,-0.6513427872666128,0.22450864711704194,2.041111787806024,0.5566016625761651,3.0187802442880574,1.1070657396286874,-0.4008843797339421,-1.5359950559603304,-0.221073566174233,4.050890053795558,-0.12306370580817425,1.1242496491245741,-0.7385752323083513,2.1405207059420768,0.6106765362530732,-2.6249207706790743,3.4598603087710034,-0.3160615617959348,4.772859479012496,5.074869735219505,0.2561179703324383,2.2135002835294406,0.4831547007173481,0.650910229293724
10,2,-0.4378030987717424,-0.09049345193288913,0.5822528551504839,0.5694508333161683,5.119565024951673,4.233140895832415,0.14010525404225468,0.20100375443729582,4.437200917186834,-0.3362605735786962,0.2526216803703063,0.12420837774422669,-0.6838866212454916,-3.2164261431739547,-3.7067117842658983,-2.11590070230528,-0.9270489631288209,-2.9505516466397967,1.0680515716715027,-1.4538989536250067,-2.2693131078778572,1.2852799106147448,1.153494436929864,1.447799536207645,-1.4521848340536825
11,2,-1.0538824153949875,-0.5215951911140194,0.061646163519223585,0.7280147624833849,-1.076051871405548,-0.11654281582586487,-0.8842114621048032,0.5947506020298859,-3.1075154278017894,0.7073054772852164,0.650934511021957,2.784960163747901,0.2765379617105675,-1.1998499114375227,2.8126559288223745,-0.8278587950065415,-6.102970079136344,-1.7109514119501257,0.04125119587180417,-5.093650916447701,-1.1503940320606878,0.04816918914750956,-0.010367447548892877,0.19781391603776877,-0.5374011260872854
